record_name,field_name,type,required_for_mark,required_for_research_grade,required_for_live_equivalence,simulation_level,measurement_grade,temporal_class,clock_domain,source_owner,nullable,quality_rule,notes,wall_clock_ms,monotonic_process_ms,chain_slot,block_time,stream_observed_ms,rpc_observed_ms,decision_ts_ms,submit_ts_ms,landing_ts_ms
pool_state_sample_v2,source,enum,true,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,PRE_DECISION,chain_slot,account_state_core,false,must identify source,YELLOWSTONE_EVENT|ACCOUNT_STATE_CORE|RPC_FALLBACK|SHADOW_LEDGER_DIAGNOSTIC|RECONSTRUCTED_FROM_TRADE_EVENT|UNKNOWN,false,false,true,false,false,false,false,false,false
pool_state_sample_v2,commitment,string,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,rpc_observed_ms,rpc,true,required for RPC fallback,account commitment,false,false,false,false,false,true,false,false,false
pool_state_sample_v2,account_data_hash,string,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,chain_slot,account_state_core,true,required when account backed and missing blocks research-ready,raw account data hash,false,false,true,false,false,false,false,false,false
pool_state_sample_v2,virtual_sol_reserves,u64,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,PRE_DECISION,chain_slot,account_state_core,true,blocks price reconstruction if missing,virtual SOL reserves,false,false,true,false,false,false,false,false,false
pool_state_sample_v2,virtual_token_reserves,u64,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,PRE_DECISION,chain_slot,account_state_core,true,blocks price reconstruction if missing,virtual token reserves,false,false,true,false,false,false,false,false,false
pool_state_sample_v2,real_sol_reserves,u64,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,PRE_DECISION,chain_slot,account_state_core,true,required when formula uses it,real SOL reserves,false,false,true,false,false,false,false,false,false
pool_state_sample_v2,real_token_reserves,u64,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,PRE_DECISION,chain_slot,account_state_core,true,required when formula uses it,real token reserves,false,false,true,false,false,false,false,false,false
pool_state_sample_v2,token_decimals,u8,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,PRE_DECISION,chain_slot,account_state_core,true,caller supplied and blocks normalized price if missing,token decimals,false,false,true,false,false,false,false,false,false
pool_state_sample_v2,sol_lamports,u64,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,PRE_DECISION,chain_slot,account_state_core,true,blocks normalized price if missing,SOL lamports normalization,false,false,true,false,false,false,false,false,false
pool_state_sample_v2,price_sol_per_token,f64,true,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,PRE_DECISION,chain_slot,account_state_core,true,must point to reserves or blocked,mark price,false,false,true,false,false,false,false,false,false
pool_state_sample_v2,market_cap_sol,f64,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,PRE_DECISION,chain_slot,account_state_core,true,source required,market cap,false,false,true,false,false,false,false,false,false
pool_state_sample_v2,bonding_progress_pct,f64,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,PRE_DECISION,chain_slot,account_state_core,true,source required,bonding progress,false,false,true,false,false,false,false,false,false
pool_state_sample_v2,staleness_ms,u64,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,writer,true,must be explicit and None blocks research-ready as missing or reversed,wall clock staleness,true,false,false,false,false,false,false,false,false
pool_state_sample_v2,staleness_slots,u64,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,chain_slot,writer,true,must be explicit and None blocks research-ready as missing or reversed,slot staleness,false,false,true,false,false,false,false,false,false
shadow_v2_price_quote,formula_version,string,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,ghost-core.shadow_v2_price,false,must equal shadow_v2_constant_product_price_v1,deterministic formula identity,false,false,false,false,false,false,false,false,true
shadow_v2_price_quote,pool_phase,enum,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,chain_slot,fill_model,false,BONDING_CURVE or AMM,pool phase chooses virtual or real reserves,false,false,true,false,false,false,false,false,false
shadow_v2_price_quote,input_amount,u64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,false,must be non zero,input amount in lamports for buy or raw token units for sell,false,false,false,false,false,false,false,false,true
shadow_v2_price_quote,expected_output_amount,u64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,ghost-core.shadow_v2_price,false,must be non zero,quote output raw units,false,false,false,false,false,false,false,false,true
shadow_v2_price_quote,min_output_amount,u64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,ghost-core.shadow_v2_price,false,must include slippage tolerance,min_out raw units,false,false,false,false,false,false,false,false,true
shadow_v2_price_quote,fee_bps,u16,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,false,0..10000,fee model bps,false,false,false,false,false,false,false,false,true
shadow_v2_price_quote,slippage_tolerance_bps,u16,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,false,0..10000,configured slippage tolerance not live realized slippage,false,false,false,false,false,false,false,false,true
shadow_v2_price_quote,mark_price_sol_per_token,f64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,chain_slot,pool_state_sample_v2,false,derived from reserves and decimals,pre-trade mark,false,false,true,false,false,false,false,false,false
shadow_v2_price_quote,fill_price_sol_per_token,f64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,ghost-core.shadow_v2_price,false,gross executable static fill price,entry or exit fill price,false,false,false,false,false,false,false,false,true
shadow_v2_price_quote,own_impact_bps,i32,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,ghost-core.shadow_v2_price,false,adverse impact bps,own trade impact estimate,false,false,false,false,false,false,false,false,true
shadow_entry_decision_v2,decision_ts_ms,clocked_timestamp,true,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,AT_DECISION,decision_ts_ms,oracle_runtime,false,clock domain required,decision timestamp,false,false,false,false,false,false,true,false,false
shadow_entry_decision_v2,decision_slot,u64,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,AT_DECISION,chain_slot,oracle_runtime,true,required when chain available,decision slot,false,false,true,false,false,false,false,false,false
shadow_entry_decision_v2,feature_timestamps,list,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,PRE_DECISION,wall_clock_ms,materialized_feature_set,false,no UNKNOWN for strategy fields,feature timestamp registry,true,false,false,false,false,false,false,false,false
shadow_entry_decision_v2,selected,bool,true,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,AT_DECISION,decision_ts_ms,gatekeeper,false,must match decision,selected or rejected,false,false,false,false,false,false,true,false,false
shadow_entry_decision_v2,reason_or_veto,string,true,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,AT_DECISION,decision_ts_ms,gatekeeper,false,typed reason required,reason or veto,false,false,false,false,false,false,true,false,false
shadow_entry_attempt_v2,intended_entry_ts_ms,clocked_timestamp,true,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,AT_DECISION,decision_ts_ms,shadow_v2,false,clock domain required,intended entry time,false,false,false,false,false,false,true,false,false
shadow_entry_attempt_v2,decision_mark_price,f64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,AT_DECISION,chain_slot,pool_state_sample_v2,true,must remain separate from quote and fill,decision-time mark price,false,false,true,false,false,false,false,false,false
shadow_entry_attempt_v2,entry_quote_price,f64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,true,static quote price not live confirmed fill,entry quote price,false,false,false,false,false,false,false,false,true
shadow_entry_attempt_v2,entry_quote_tokens_out,u64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,true,expected output raw units,entry quote tokens out,false,false,false,false,false,false,false,false,true
shadow_entry_attempt_v2,entry_quote_min_out,u64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,true,min_out after slippage tolerance,entry min_out,false,false,false,false,false,false,false,false,true
shadow_entry_attempt_v2,simulated_submit_ts_ms,clocked_timestamp,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,submit_ts_ms,fill_model,true,required for live-equivalence,simulated submit time,false,false,false,false,false,false,false,true,false
shadow_entry_attempt_v2,simulated_landing_slot,u64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,chain_slot,fill_model,true,required for live-equivalence,simulated landing slot,false,false,true,false,false,false,false,false,false
shadow_entry_attempt_v2,simulated_landing_delay_ms,u64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,monotonic_process_ms,fill_model,true,required for live-equivalence,landing delay,false,true,false,false,false,false,false,false,false
shadow_entry_attempt_v2,entry_failure_mode,string,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,submit_ts_ms,fill_model,true,required if failed,entry failure class,false,false,false,false,false,false,false,true,false
shadow_entry_fill_v2,fill_status,enum,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,false,must be explicit,FILLED|NO_FILL|FAILED|BLOCKED_BY_DATA,false,false,false,false,false,false,false,false,true
shadow_entry_fill_v2,fill_price,f64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,true,blocked if missing on filled,entry fill price,false,false,false,false,false,false,false,false,true
shadow_entry_fill_v2,fill_price_source,string,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,true,must identify formula and reserve source,entry fill price source,false,false,false,false,false,false,false,false,true
shadow_entry_fill_v2,fill_amount_sol,f64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,true,blocked if missing on filled,input SOL normalized,false,false,false,false,false,false,false,false,true
shadow_entry_fill_v2,fill_amount_tokens,f64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,true,blocked if missing on filled,output tokens normalized,false,false,false,false,false,false,false,false,true
shadow_entry_fill_v2,slippage_bps,i32,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,true,required for live-equivalence,entry slippage,false,false,false,false,false,false,false,false,true
shadow_entry_fill_v2,own_impact_bps,i32,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,true,required for live-equivalence,own buy impact,false,false,false,false,false,false,false,false,true
shadow_entry_fill_v2,fee_bps,i32,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,true,required for live-equivalence,entry fee,false,false,false,false,false,false,false,false,true
shadow_entry_fill_v2,min_out,u64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,true,required for executable claim,min_out after configured slippage,false,false,false,false,false,false,false,false,true
shadow_entry_fill_v2,pool_state_before,string,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,chain_slot,pool_state_sample_v2,true,required for filled,pool state ref before fill,false,false,true,false,false,false,false,false,false
shadow_entry_fill_v2,pool_state_after,string,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,chain_slot,pool_state_sample_v2,true,required for live-equivalence,pool state ref after fill,false,false,true,false,false,false,false,false,false
shadow_entry_fill_v2,reconstruction_status,string,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,false,must be typed,ENTRY_FILL_RECONSTRUCTED_FROM_POOL_STATE or ENTRY_FILL_BLOCKED_BY_DATA,false,false,false,false,false,false,false,false,true
shadow_entry_fill_v2,limitations,list,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,false,must include not-live-confirmed gaps,limitations and blockers,false,false,false,false,false,false,false,false,true
shadow_path_sample_v2,sample_ts_ms,clocked_timestamp,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,false,clock domain required,path sample time,false,false,false,false,true,false,false,false,false
shadow_path_sample_v2,pool_state_ref,string,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,chain_slot,pool_state_sample_v2,false,must resolve,pool state reference,false,false,true,false,false,false,false,false,false
shadow_path_sample_v2,mark_price,f64,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,chain_slot,path_sampler,true,blocked if missing,mark price,false,false,true,false,false,false,false,false,false
shadow_path_sample_v2,executable_exit_quote,f64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,chain_slot,fill_model,true,required for executable exit,exit quote,false,false,true,false,false,false,false,false,false
shadow_path_sample_v2,pnl_mark_bps,i32,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,true,required for mark replay,path mark PnL,false,false,false,false,true,false,false,false,false
shadow_path_sample_v2,sample_slot,u64,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,chain_slot,pool_state_sample_v2,true,required when chain available,path sample slot,false,false,true,false,false,false,false,false,false
shadow_path_sample_v2,age_ms,u64,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,monotonic_process_ms,path_sampler,false,must be nondecreasing per position,path sample age,false,true,false,false,false,false,false,false,false
shadow_path_sample_v2,pnl_executable_bps,i32,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,fill_model,true,only after static exit quote attached,executable quote PnL,false,false,false,false,false,false,false,false,true
shadow_path_sample_v2,mfe_mark_bps,i32,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,true,derived from mark path,MFE mark,false,false,false,false,true,false,false,false,false
shadow_path_sample_v2,mae_mark_bps,i32,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,true,derived from mark path,MAE mark,false,false,false,false,true,false,false,false,false
shadow_path_sample_v2,source_quality,string,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,pool_state_sample_v2,false,must be typed,path sample source quality,false,false,false,false,true,false,false,false,false
shadow_path_sample_v2,sampling_reason,string,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,false,EVENT_SAMPLE HEARTBEAT LEVEL_HIT LARGE_PRICE_DELTA TERMINAL,sampling reason,false,false,false,false,true,false,false,false,false
shadow_path_sample_v2,exact_or_approx,string,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,chain_slot,path_sampler,false,must label exact approximate or blocked,path exactness,false,false,true,false,false,false,false,false,false
shadow_path_sample_v2,sampling_mode,enum,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,false,shadow_path_dense_3s shadow_path_standard_120s or shadow_path_long_500s,path sampling mode,false,false,false,false,true,false,false,false,false
shadow_path_sample_v2,path_horizon_ms,u64,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,monotonic_process_ms,path_sampler,false,must match sampling mode max horizon,path horizon,false,true,false,false,false,false,false,false,false
shadow_path_sample_v2,truncated,bool,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,false,must be explicit,path truncation flag,false,false,false,false,true,false,false,false,false
shadow_exit_attempt_v2,exit_trigger,string,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,false,typed trigger required,target stop timeout,false,false,false,false,true,false,false,false,false
shadow_exit_attempt_v2,trigger_ts_ms,clocked_timestamp,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,false,clock domain required,trigger timestamp,false,false,false,false,true,false,false,false,false
shadow_exit_attempt_v2,trigger_slot,u64,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,chain_slot,path_sampler,true,required when chain available,trigger slot,false,false,true,false,false,false,false,false,false
shadow_exit_attempt_v2,trigger_source,string,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,false,must identify mark path exact level or timeout source,trigger source,false,false,false,false,true,false,false,false,false
shadow_exit_attempt_v2,target_bps,i32,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,true,required for target simulation,target bps,false,false,false,false,true,false,false,false,false
shadow_exit_attempt_v2,stop_bps,i32,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,true,required for stop simulation,stop bps,false,false,false,false,true,false,false,false,false
shadow_exit_attempt_v2,max_hold_ms,u64,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,monotonic_process_ms,path_sampler,true,required for timeout simulation,max hold,false,true,false,false,false,false,false,false,false
shadow_exit_attempt_v2,tie_break_policy,string,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,true,required for same slot ambiguity,target stop tie break,false,false,false,false,true,false,false,false,false
shadow_exit_attempt_v2,same_slot_ambiguity,bool,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,chain_slot,path_sampler,false,must be explicit,same slot ambiguity flag,false,false,true,false,false,false,false,false,false
shadow_exit_attempt_v2,executable_fill_model_version,string,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,fill_model,true,required when static exit fill attached,exit fill model version,false,false,false,false,false,false,false,false,true
shadow_exit_fill_model_v2,input_token_raw,u64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,fill_model,false,must be non zero,input token raw amount,false,false,false,false,false,false,false,false,true
shadow_exit_fill_model_v2,modeled_failure_mode,enum,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,fill_model,true,NO_FILL FAILED or empty,typed modeled failure mode,false,false,false,false,false,false,false,false,true
shadow_exit_fill_model_v2,executable_fill_model_version,string,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,fill_model,false,must be explicit,static exit fill model version,false,false,false,false,false,false,false,false,true
shadow_exit_fill_v2,fill_status,enum,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,fill_model,false,must be explicit,FILLED|NO_FILL|FAILED|BLOCKED_BY_DATA,false,false,false,false,false,false,false,false,true
shadow_exit_fill_v2,fill_price,f64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,fill_model,true,blocked if missing on filled,exit fill price,false,false,false,false,false,false,false,false,true
shadow_exit_fill_v2,fill_price_source,string,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,fill_model,true,must identify formula and reserve source,exit fill price source,false,false,false,false,false,false,false,false,true
